President,Date,Link,Speech
Chester A. Arthur ,"December 4, 1882",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-chester-arthur-december-4-1882," To the Senate and House of Representatives of the United States:  It is provided by the Constitution that the President shall from time to time give to the Congress information of the state of the Union and recommend to their consideration such measures as he shall judge necessary and expedient.  In reviewing the events of the year which has elapsed since the commencement of your sessions, I first call your attention to the gratifying condition of our foreign affairs. Our intercourse with other powers has continued to be of the most friendly character. "
Chester A. Arthur ,"December 4, 1883",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-chester-arthur-december-4-1883," To the Congress of the United States:  At the threshold of your deliberations I congratulate you upon the favorable aspect of the domestic and foreign affairs of this Government.  Our relations with other countries continue to be upon a friendly footing. With the Argentine Republic, Austria, Belgium, Brazil, Denmark, Hayti, Italy, Santo Domingo, and Sweden and Norway no incident has occurred which calls for special comment. The recent opening of new lines of telegraphic communication with Central America and Brazil permitted the interchange of messages of friendship with the Governments of those countries. "
Chester A. Arthur ,"December 1, 1884",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-chester-arthur-december-1-1884," To the Congress of the United States:  Since the close of your last session the American people, in the exercise of their highest right of suffrage, have chosen their Chief Magistrate for the four years ensuing.  When it is remembered that at no period in the country's history has the long political contest which customarily precedes the day of the national election been waged with greater fervor and intensity, it is a subject of general congratulation that after the controversy at the polls was over, and while the slight preponderance by which the issue had been determined was as yet unascertained, the public peace suffered no disturbance, but the people everywhere patiently and quietly awaited the result. "
Grover Cleveland ,"December 8, 1885",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-grover-cleveland-december-8-1885," To the Congress of the United States:  Your assembling is clouded by a sense of public bereavement, caused by the recent and sudden death of Thomas A. Hendricks, Vice-President of the United States. His distinguished public services, his complete integrity and devotion to every duty, and his personal virtues will find honorable record in his country's history.  Ample and repeated proofs of the esteem and confidence in which he was held by his fellow-countrymen were manifested by his election to offices of the most important trust and highest dignity; and at length, full of years and honors, he has been laid at rest amid universal sorrow and benediction. "
Grover Cleveland ,"December 6, 1886",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-grover-cleveland-december-6-1886," To the Congress of the United States:  In discharge of a constitutional duty, and following a well-established precedent in the Executive office, I herewith transmit to the Congress at its reassembling certain information concerning the state of the Union, together with such recommendations for legislative consideration as appear necessary and expedient.  Our Government has consistently maintained its relations of friendship toward all other powers and of neighborly interest toward those whose possessions are contiguous to our own. Few questions have arisen during the past year with other governments, and none of those are beyond the reach of settlement in friendly counsel. "
Grover Cleveland ,"December 6, 1887",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-grover-cleveland-december-6-1887," To the Congress of the United States:  You are confronted at the threshold of your legislative duties with a condition of the national finances which imperatively demands immediate and careful consideration.  The amount of money annually exacted, through the operation of present laws, from the industries and necessities of the people largely exceeds the sum necessary to meet the expenses of the Government. "
Grover Cleveland ,"December 3, 1888",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-grover-cleveland-december-3-1888," To the Congress of the United States:  As you assemble for the discharge of the duties you have assumed as the representatives of a free and generous people, your meeting is marked by an interesting and impressive incident. With the expiration of the present session of the Congress the first century of our constitutional existence as a nation will be completed.  Our survival for one hundred years is not sufficient to assure us that we no longer have dangers to fear in the maintenance, with all its promised blessings, of a government rounded upon the freedom of the people. The time rather admonishes us to soberly inquire whether in the past we have always closely kept in the course of safety, and whether we have before us a way plain and clear which leads to happiness and perpetuity. "
Benjamin Harrison ,"December 3, 1889",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-benjamin-harrison-december-3-1889," To the Senate and House of Representatives:  There are few transactions in the administration of the Government that are even temporarily held in the confidence of those charged with the conduct of the public business. Every step taken is under the observation of an intelligent and watchful people. The state of the Union is known from day to day, and suggestions as to needed legislation find an earlier voice than that which speaks in these annual communications of the President to Congress.  Good will and cordiality have characterized our relations and correspondence with other governments, and the year just closed leaves few international questions of importance remaining unadjusted. No obstacle is believed to exist that can long postpone the consideration and adjustment of the still pending questions upon satisfactory and honorable terms. The dealings of this Government with other states have been and should always be marked by frankness and sincerity, our purposes avowed, and our methods free from intrigue. This course has borne rich fruit in the past, and it is our duty as a nation to preserve the heritage of good repute which a century of right dealing with foreign governments has secured to us. "
Benjamin Harrison ,"December 1, 1890",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-benjamin-harrison-december-1-1890," To the Senate and House of Representatives:  The reports of the several Executive Departments, which will be laid before Congress in the usual course, will exhibit in detail the operations of the Government for the last fiscal year. Only the more important incidents and results, and chiefly such as may be the foundation of the recommendations I shall submit, will be referred to in this annual message.  The vast and increasing business of the Government has been transacted by the several Departments during the year with faithfulness, energy, and success. "
Benjamin Harrison ,"December 9, 1891",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-benjamin-harrison-december-9-1891," To the Senate and House of Representatives:  The reports of the heads of the several Executive Departments required by law to be submitted to me, which are herewith transmitted, and the reports of the Secretary of the Treasury and the Attorney-General, made directly to Congress, furnish a comprehensive view of the administrative work of the last fiscal year relating to internal affair. It would be of great advantage if these reports could have an alternative perusal by every member of Congress and by all who take an interest in public affairs. Such a perusal could not fail to excite a higher appreciation of the vast labor and conscientious effort which are given to the conduct of our civil administration.  The reports will, I believe, show that every question has been approached, considered, and decided from the standpoint of public duty upon considerations affecting the public interests alone. Again I invite to every branch of the service the attention and scrutiny of Congress. "
Benjamin Harrison ,"December 6, 1892",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-benjamin-harrison-december-6-1892," To the Senate and House of Representatives:  In submitting my annual message to Congress I have great satisfaction in being able to say that the general conditions affecting the commercial and industrial interests of the United States are in the highest degree favorable. A comparison of the existing conditions with those of the most favored period in the history of the country will, I believe, show that so high a degree of prosperity and so general a diffusion of the comforts of life were never before enjoyed by our people.  The total wealth of the country in 1860 was $16,159,616,068. In 1890 it amounted to $62,610,000,000, an increase of 287 per cent. "
Grover Cleveland ,"December 4, 1893",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-grover-cleveland-december-4-1893," To the Congress of the United States:  The constitutional duty which requires the President from time to time to give    to the Congress information of the state of the Union and recommend to their    consideration such measures as he shall judge necessary and expedient is fittingly    entered upon by commending to the Congress a careful examination of the detailed    statements and well-supported recommendations contained in the reports of the    heads of Departments, who are chiefly charged with the executive work of the    Government. In an effort to abridge this communication as much as is consistent    with its purpose I shall supplement a brief reference to the contents of these    departmental reports by the mention of such executive business and incidents    as are not embraced therein and by such recommendations as appear to be at this    particular time appropriate.   While our foreign relations have not at all times during the past year been    entirely free from perplexity, no embarrassing situation remains that will not    yield to the spirit of fairness and love of justice which, joined with consistent    firmness, characterize a truly American foreign policy.  "
Grover Cleveland ,"December 3, 1894",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-grover-cleveland-december-3-1894," To the Congress of the United States: The assemblage within the nation's legislative halls of those charged with    the duty of making laws for the benefit of a generous and free people impressively    suggests the exacting obligation and inexorable responsibility involved in their    task. At the threshold of such labor now to be undertaken by the Congress of    the United States, and in the discharge of an executive duty enjoined by the    Constitution, I submit this communication, containing a brief statement of the    condition of our national affairs and recommending such legislation as seems    to me necessary and expedient.   The history of our recent dealings with other nations and our peaceful relations    with them at this time additionally demonstrate the advantage of consistently    adhering to a firm but just foreign policy, free from envious or ambitious national    schemes and characterized by entire honesty and sincerity.  "
Grover Cleveland ,"December 2, 1895",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-grover-cleveland-december-2-1895," To the Congress of the United States: The present assemblage of the legislative branch of our Government occurs at    a time when the interests of our people and the needs of the country give especial    prominence to the condition of our foreign relations and the exigencies of our    national finances. The reports of the heads of the several administrative Departments    of the Government fully and plainly exhibit what has been accomplished within    the scope of their respective duties and present such recommendations for the    betterment of our country's condition as patriotic and intelligent labor and    observation suggest.   I therefore deem my executive duty adequately performed at this time by presenting    to the Congress the important phases of our situation as related to our intercourse    with foreign nations and a statement of the financial problems which confront    us, omitting, except as they are related to these topics, any reference to departmental    operations.  "
Grover Cleveland ,"December 7, 1896",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-grover-cleveland-december-7-1896," To the Congress of the United States:  As representatives of the people in the legislative branch of their Government,    you have assembled at a time when the strength and excellence of our free institutions    and the fitness of our citizens to enjoy popular rule have been again made manifest.    A political contest involving momentous consequences, fraught with feverish    apprehension, and creating aggressiveness so intense as to approach bitterness    and passion has been waged throughout our land and determined by the decree    of free and independent suffrage without disturbance of our tranquillity or    the least sign of weakness in our national structure.   When we consider these incidents and contemplate the peaceful obedience and    manly submission which have succeeded a heated clash of political opinions,    we discover abundant evidence of a determination on the part of our countrymen    to abide by every verdict of the popular will and to be controlled at all times    by an abiding faith in the agencies established for the direction of the affairs    of their Government.  "
William McKinley ,"December 6, 1897",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-william-mckinley-december-6-1897," To the Senate and House of Representatives:  It gives me pleasure to extend greeting to the Fifty-fifth Congress, assembled in regular session at the seat of Government, with many of whose Senators and Representatives I have been associated in the legislative service. Their meeting occurs under felicitous conditions, justifying sincere congratulation and calling for our grateful acknowledgment to a beneficent Providence which has so signally blessed and prospered us as a nation. Peace and good will with all the nations of the earth continue unbroken.  A matter of genuine satisfaction is the growing feeling of fraternal regard and unification of all sections of our country, the incompleteness of which has too long delayed realization of the highest blessings of the Union. The spirit of patriotism is universal and is ever increasing in fervor. The public questions which now most engross us are lifted far above either partisanship, prejudice, or former sectional differences. They affect every part of our common country alike and permit of no division on ancient lines. Questions of foreign policy, of revenue, the soundness of the currency, the inviolability of national obligations, the improvement of the public service, appeal to the individual conscience of every earnest citizen to whatever party he belongs or in whatever section of the country he may reside. "
William McKinley ,"December 5, 1898",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-william-mckinley-december-5-1898," To the Senate and House of Representatives:  Notwithstanding the added burdens rendered necessary by the war, our people rejoice in a very satisfactory and steadily increasing degree of prosperity, evidenced by the largest volume of business ever recorded. Manufacture has been productive, agricultural pursuits have yielded abundant returns, labor in all fields of industry is better rewarded, revenue legislation passed by the present Congress has increased the Treasury's receipts to the amount estimated by its authors, the finances of the Government have been successfully administered and its credit advanced to the first rank, while its currency has been maintained at the world's highest standard. Military service under a common flag and for a righteous cause has strengthened the national spirit and served to cement more closely than ever the fraternal bonds between every section of the country.  A review of the relation of the United States to other powers, always appropriate, is this year of primary importance in view of the momentous issues which have arisen, demanding in one instance the ultimate determination by arms and involving far-reaching consequences which will require the earnest attention of the Congress. "
William McKinley ,"December 5, 1899",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-william-mckinley-december-5-1899," To the Senate and House of Representatives:  At the threshold of your deliberations you are called to mourn with your countrymen the death of Vice-President Hobart, who passed from this life on the morning of November 21 last. His great soul now rests in eternal peace. His private life was pure and elevated, while his public career was ever distinguished by large capacity, stainless integrity, and exalted motives. He has been removed from the high office which he honored and dignified, but his lofty character, his devotion to duty, his honesty of purpose, and noble virtues remain with us as a priceless legacy and example.  The Fifty-sixth Congress convenes in its first regular session with the country in a condition of unusual prosperity, of universal good will among the people at home, and in relations of peace and friendship with every government of the world. Our foreign commerce has shown great increase in volume and value. The combined imports and exports for the year are the largest ever shown by a single year in all our history. Our exports for 1899 alone exceeded by more than a billion dollars our imports and exports combined in 1870. The imports per capita are 20 per cent less than in 1870, while the exports per capita are 58 per cent more than in 1870, showing the enlarged capacity of the United States to satisfy the wants of its own increasing population, as well as to contribute to those of the peoples of other nations. "
William McKinley ,3-Dec-00,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-william-mckinley-december-3-1900," To the Senate and House of Representatives:  At the outgoing of the old and the incoming of the new century you begin the last session of the Fifty-sixth Congress with evidences on every hand of individual and national prosperity and with proof of the growing strength and increasing power for good of Republican institutions. Your countrymen will join with you in felicitation that American liberty is more firmly established than ever before, and that love for it and the determination to preserve it are more universal than at any former period of our history.  The Republic was never so strong, because never so strongly entrenched in the hearts of the people as now. The Constitution, with few amendments, exists as it left the hands of its authors. The additions which have been made to it proclaim larger freedom and more extended citizenship. Popular government has demonstrated in its one hundred and twenty-four years of trial here its stability and security, and its efficiency as the best instrument of national development and the best safeguard to human rights. "
Theodore Roosevelt ,3-Dec-01,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-theodore-roosevelt-december-3-1901," To the Senate and House of Representatives:  The Congress assembles this year under the shadow of a great calamity. On the sixth of September, President McKinley was shot by an anarchist while attending the Pan-American Exposition at Buffalo, and died in that city on the fourteenth of that month.  Of the last seven elected Presidents, he is the third who has been murdered, and the bare recital of this fact is sufficient to justify grave alarm among all loyal American citizens. Moreover, the circumstances of this, the third assassination of an American President, have a peculiarly sinister significance. Both President Lincoln and President Garfield were killed by assassins of types unfortunately not uncommon in history; President Lincoln falling a victim to the terrible passions aroused by four years of civil war, and President Garfield to the revengeful vanity of a disappointed office-seeker. President McKinley was killed by an utterly depraved criminal belonging to that body of criminals who object to all governments, good and bad alike, who are against any form of popular liberty if it is guaranteed by even the most just and liberal laws, and who are as hostile to the upright exponent of a free people's sober will as to the tyrannical and irresponsible despot. "
Theodore Roosevelt ,2-Dec-02,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-theodore-roosevelt-december-2-1902," To the Senate and House of Representatives:  We still continue in a period of unbounded prosperity. This prosperity is not the creature of law, but undoubtedly the laws under which we work have been instrumental in creating the conditions which made it possible, and by unwise legislation it would be easy enough to destroy it. There will undoubtedly be periods of depression. The wave will recede; but the tide will advance. This Nation is seated on a continent flanked by two great oceans. It is composed of men the descendants of pioneers, or, in a sense, pioneers themselves; of men winnowed out from among the nations of the Old World by the energy, boldness, and love of adventure found in their own eager hearts. Such a Nation, so placed, will surely wrest success from fortune.  As a people we have played a large part in the world, and we are bent upon making our future even larger than the past. In particular, the events of the last four years have definitely decided that, for woe or for weal, our place must be great among the nations. We may either fall greatly or succeed greatly; but we can not avoid the endeavor from which either great failure or great success must come. Even if we would, we can not play a small part. If we should try, all that would follow would be that we should play a large part ignobly and shamefully. "
Theodore Roosevelt ,7-Dec-03,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-theodore-roosevelt-december-7-1903," To the Senate and House of Representatives:  The country is to be congratulated on the amount of substantial achievement which has marked the past year both as regards our foreign and as regards our domestic policy.  With a nation as with a man the most important things are those of the household, and therefore the country is especially to be congratulated on what has been accomplished in the direction of providing for the exercise of supervision over the great corporations and combinations of corporations engaged in interstate commerce. The Congress has created the Department of Commerce and Labor, including the Bureau of Corporations, with for the first time authority to secure proper publicity of such proceedings of these great corporations as the public has the right to know. It has provided for the expediting of suits for the enforcement of the Federal anti-trust law; and by another law it has secured equal treatment to all producers in the transportation of their goods, thus taking a long stride forward in making effective the work of the Interstate Commerce Commission. "
Theodore Roosevelt ,6-Dec-04,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-theodore-roosevelt-december-6-1904," To the Senate and House of Representatives:  The Nation continues to enjoy noteworthy prosperity. Such prosperity is of course primarily due to the high individual average of our citizenship, taken together with our great natural resources; but an important factor therein is the working of our long-continued governmental policies. The people have emphatically expressed their approval of the principles underlying these policies, and their desire that these principles be kept substantially unchanged, although of course applied in a progressive spirit to meet changing conditions.  The enlargement of scope of the functions of the National Government required by our development as a nation involves, of course, increase of expense; and the period of prosperity through which the country is passing justifies expenditures for permanent improvements far greater than would be wise in hard times. Battle ships and forts, public buildings, and improved waterways are investments which should be made when we have the money; but abundant revenues and a large surplus always invite extravagance, and constant care should be taken to guard against unnecessary increase of the ordinary expenses of government. The cost of doing Government business should be regulated with the same rigid scrutiny as the cost of doing a private business. "
Theodore Roosevelt ,5-Dec-05,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-theodore-roosevelt-december-5-1905," To the Senate and House of Representatives:  The people of this country continue to enjoy great prosperity. Undoubtedly there will be ebb and flow in such prosperity, and this ebb and flow will be felt more or less by all members of the community, both by the deserving and the undeserving. Against the wrath of the Lord the wisdom of man cannot avail; in time of flood or drought human ingenuity can but partially repair the disaster. A general failure of crops would hurt all of us. Again, if the folly of man mars the general well-being, then those who are innocent of the folly will have to pay part of the penalty incurred by those who are guilty of the folly. A panic brought on by the speculative folly of part of the business community would hurt the whole business community. But such stoppage of welfare, though it might be severe, would not be lasting. In the long run the one vital factor in the permanent prosperity of the country is the high individual character of the average American worker, the average American citizen, no matter whether his work be mental or manual, whether he be farmer or wage-worker, business man or professional man.  In our industrial and social system the interests of all men are so closely intertwined that in the immense majority of cases a straight-dealing man who by his efficiency, by his ingenuity and industry, benefits himself must also benefit others. Normally the man of great productive capacity who becomes rich by guiding the labor of many other men does so by enabling them to produce more than they could produce without his guidance; and both he and they share in the benefit, which comes also to the public at large. The superficial fact that the sharing may be unequal must never blind us to the underlying fact that there is this sharing, and that the benefit comes in some degree to each man concerned. Normally the wage-worker, the man of small means, and the average consumer, as well as the average producer, are all alike helped by making conditions such that the man of exceptional business ability receives an exceptional reward for his ability. Something can be done by legislation to help the general prosperity; but no such help of a permanently beneficial character can be given to the less able and less fortunate, save as the results of a policy which shall inure to the advantage of all industrious and efficient people who act decently; and this is only another way of saying that any benefit which comes to the less able and less fortunate must of necessity come even more to the more able and more fortunate. If, therefore, the less fortunate man is moved by envy of his more fortunate brother to strike at the conditions under which they have both, though unequally, prospered, the result will assuredly be that while danger may come to the one struck at, it will visit with an even heavier load the one who strikes the blow. Taken as a whole we must all go up or down together. "
Theodore Roosevelt ,3-Dec-06,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-theodore-roosevelt-december-3-1906," To the Senate and House of Representatives:  As a nation we still continue to enjoy a literally unprecedented prosperity; and it is probable that only reckless speculation and disregard of legitimate business methods on the part of the business world can materially mar this prosperity.  No Congress in our time has done more good work of importance than the present Congress. There were several matters left unfinished at your last session, however, which I most earnestly hope you will complete before your adjournment. "
Theodore Roosevelt ,3-Dec-07,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-theodore-roosevelt-december-3-1907," To the Senate and House of Representatives:  No nation has greater resources than ours, and I think it can be truthfully said that the citizens of no nation possess greater energy and industrial ability. In no nation are the fundamental business conditions sounder than in ours at this very moment; and it is foolish, when such is the case, for people to hoard money instead of keeping it in sound banks; for it is such hoarding that is the immediate occasion of money stringency. Moreover, as a rule, the business of our people is conducted with honesty and probity, and this applies alike to farms and factories, to railroads and banks, to all our legitimate commercial enterprises.  In any large body of men, however, there are certain to be some who are dishonest, and if the conditions are such that these men prosper or commit their misdeeds with impunity, their example is a very evil thing for the community. Where these men are business men of great sagacity and of temperament both unscrupulous and reckless, and where the conditions are such that they act without supervision or control and at first without effective check from public opinion, they delude many innocent people into making investments or embarking in kinds of business that are really unsound. When the misdeeds of these successfully dishonest men are discovered, suffering comes not only upon them, but upon the innocent men whom they have misled. It is a painful awakening, whenever it occurs; and, naturally, when it does occur those who suffer are apt to forget that the longer it was deferred the more painful it would be. In the effort to punish the guilty it is both wise and proper to endeavor so far as possible to minimize the distress of those who have been misled by the guilty. Yet it is not possible to refrain because of such distress from striving to put an end to the misdeeds that are the ultimate causes of the suffering, and, as a means to this end, where possible to punish those responsible for them. There may be honest differences of opinion as to many governmental policies; but surely there can be no such differences as to the need of unflinching perseverance in the war against successful dishonesty. "
Theodore Roosevelt ,8-Dec-08,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-theodore-roosevelt-december-8-1908," To the Senate and House of Representatives:  FINANCES.  The financial standing of the Nation at the present time is excellent, and the financial management of the Nation's interests by the Government during the last seven years has shown the most satisfactory results. But our currency system is imperfect, and it is earnestly to be hoped that the Currency Commission will be able to propose a thoroughly good system which will do away with the existing defects. "
William H. Taft ,7-Dec-09,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-william-h-taft-december-7-1909," The relations of the United States with all foreign governments have continued upon the normal basis of amity and good understanding, and are very generally satisfactory. EUROPE.  Pursuant to the provisions of the general treaty of arbitration concluded between the United States and Great Britain, April 4, 1908, a special agreement was entered into between the two countries on January 27, 1909, for the submission of questions relating to the fisheries on the North Atlantic Coast to a tribunal to be formed from members of the Permanent Court of Arbitration at The Hague.  In accordance with the provisions of the special agreement the printed case of each Government was, on October 4 last, submitted to the other and to the Arbitral Tribunal at The Hague, and the counter case of the United States is now in course of preparation. "
William H. Taft ,6-Dec-10,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-william-h-taft-december-6-1910, To the Senate and House of Representatives:  During the past year the foreign relations of the United States have continued upon a basis of friendship and good understanding. ARBITRATION.  The year has been notable as witnessing the pacific settlement of two important international controversies before the Permanent Court of The Hague. 
William H. Taft ,5-Dec-11,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-william-h-taft-december-5-1911," Jump to Part II | Part III | Part IV  This message is the first of several which I shall send to Congress during the interval between the opening of its regular session and its adjournment for the Christmas holidays. The amount of information to be communicated as to the operations of the Government, the number of important subjects calling for comment by the Executive, and the transmission to Congress of exhaustive reports of special commissions, make it impossible to include in one message of a reasonable length a discussion of the topics that ought to be brought to the attention of the National Legislature at its first regular session.  THE ANTI-TRUST LAW-THE SUPREME COURT DECISIONS. "
William H. Taft ,3-Dec-12,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-william-h-taft-december-3-1912," Jump to Part II | Part III  To the Senate and House of Representatives:  The foreign relations of the United States actually and potentially affect the state of the Union to a degree not widely realized and hardly surpassed by any other factor in the welfare of the whole Nation. The position of the United States in the moral, intellectual, and material relations of the family of nations should be a matter of vital interest to every patriotic citizen. The national prosperity and power impose upon us duties which we can not shirk if we are to be true to our ideals. The tremendous growth of the export trade of the United States has already made that trade a very real factor in the industrial and commercial prosperity of the country. With the development of our industries the foreign commerce of the United States must rapidly become a still more essential factor in its economic welfare. Whether we have a farseeing and wise diplomacy and are not recklessly plunged into unnecessary wars, and whether our foreign policies are based upon an intelligent grasp of present-day world conditions and a clear view of the potentialities of the future, or are governed by a temporary and timid expediency or by narrow views befitting an infant nation, are questions in the alternative consideration of which must convince any thoughtful citizen that no department of national polity offers greater opportunity for promoting the interests of the whole people on the one hand, or greater chance on the other of permanent national injury, than that which deals with the foreign relations of the United States. "
Woodrow Wilson ,2-Dec-13,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-woodrow-wilson-december-2-1913," Gentlemen of the Congress:  In pursuance of my constitutional duty to ""give to the Congress information of the state of the Union,"" I take the liberty of addressing you on several matters which ought, as it seems to me, particularly to engage the attention of your honorable bodies, as of all who study the welfare and progress of the Nation.  I shall ask your indulgence if I venture to depart in some degree from the usual custom of setting before you in formal review the many matters which have engaged the attention and called for the action of the several departments of the Government or which look to them for early treatment in the future, because the list is long, very long, and would suffer in the abbreviation to which I should have to subject it. I shall submit to you the reports of the heads of the several departments, in which these subjects are set forth in careful detail, and beg that they may receive the thoughtful attention of your committees and of all Members of the Congress who may have the leisure to study them. Their obvious importance, as constituting the very substance of the business of the Government, makes comment and emphasis on my part unnecessary. "
Woodrow Wilson ,8-Dec-14,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-woodrow-wilson-december-8-1914," GENTLEMEN OF THE CONGRESS:  The session upon which you are now entering will be the closing session of the Sixty-third Congress, a Congress, I venture to say, which will long be remembered for the great body of thoughtful and constructive work which it has done, in loyal response to the thought and needs of the country. I should like in this address to review the notable record and try to make adequate assessment of it; but no doubt we stand too near the work that has been done and are ourselves too much part of it to play the part of historians toward it.  Our program of legislation with regard to the regulation of business is now virtually complete. It has been put forth, as we intended, as a whole, and leaves no conjecture as to what is to follow. The road at last lies clear and firm before business. It is a road which it can travel without fear or embarrassment. It is the road to ungrudged, unclouded success. In it every honest man, every man who believes that the public interest is part of his own interest, may walk with perfect confidence. "
Woodrow Wilson ,7-Dec-15,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-woodrow-wilson-december-7-1915," GENTLEMEN OF THE CONGRESS:  Since I last had the privilege of addressing you on the state of the Union the war of nations on the other side of the sea, which had then only begun to disclose its portentous proportions, has extended its threatening and sinister scope until it has swept within its flame some portion of every quarter of the globe, not excepting our own hemisphere, has altered the whole face of international affairs, and now presents a prospect of reorganization and reconstruction such as statesmen and peoples have never been called upon to attempt before.  We have stood apart, studiously neutral. It was our manifest duty to do so. Not only did we have no part or interest in the policies which seem to have brought the conflict on; it was necessary, if a universal catastrophe was to be avoided, that a limit should be set to the sweep of destructive war and that some part of the great family of nations should keep the processes of peace alive, if only to prevent collective economic ruin and the breakdown throughout the world of the industries by which its populations are fed and sustained. It was manifestly the duty of the self-governed nations of this hemisphere to redress, if possible, the balance of economic loss and confusion in the other, if they could do nothing more. In the day of readjustment and recuperation we earnestly hope and believe that they can be of infinite service. "
Woodrow Wilson ,5-Dec-16,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-woodrow-wilson-december-5-1916," GENTLEMEN OF THE CONGRESS:  In fulfilling at this time the duty laid upon me by the Constitution of communicating to you from time to time information of the state of the Union and recommending to your consideration such legislative measures as may be judged necessary and expedient, I shall continue the practice, which I hope has been acceptable to you, of leaving to the reports of the several heads of the executive departments the elaboration of the detailed needs of the public service and confine myself to those matters of more general public policy with which it seems necessary and feasible to deal at the present session of the Congress.  I realize the limitations of time under which you will necessarily act at this session and shall make my suggestions as few as possible; but there were some things left undone at the last session which there will now be time to complete and which it seems necessary in the interest of the public to do at once. "
Woodrow Wilson ,4-Dec-17,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-woodrow-wilson-december-4-1917," GENTLEMEN OF THE CONGRESS:  Eight months have elapsed since I last had the honor of addressing you. They have been months crowded with events of immense and grave significance for us. I shall not undertake to detail or even to summarize those events. The practical particulars of the part we have played in them will be laid before you in the reports of the executive departments. I shall discuss only our present outlook upon these vast affairs, our present duties, and the immediate means of accomplishing the objects we shall hold always in view.  I shall not go back to debate the causes of the war. The intolerable wrongs done and planned against us by the sinister masters of Germany have long since become too grossly obvious and odious to every true American to need to be rehearsed. But I shall ask you to consider again and with a very grave scrutiny our objectives and the measures by which we mean to attain them; for the purpose of discussion here in this place is action, and our action must move straight toward definite ends. Our object is, of course, to win the war; and we shall not slacken or suffer ourselves to be diverted until it is won. But it is worth while asking and answering the question, When shall we consider the war won? "
Woodrow Wilson ,2-Dec-18,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-woodrow-wilson-december-2-1918," GENTLEMEN OF THE CONGRESS:  The year that has elapsed since I last stood before you to fulfil my constitutional duty to give to the Congress from time to time information on the state of the Union has been so crowded with great events, great processes, and great results that I cannot hope to give you an adequate picture of its transactions or of the far-reaching changes which have been wrought of our nation and of the world. You have yourselves witnessed these things, as I have. It is too soon to assess them; and we who stand in the midst of them and are part of them are less qualified than men of another generation will be to say what they mean, or even what they have been. But some great outstanding facts are unmistakable and constitute, in a sense, part of the public business with which it is our duty to deal. To state them is to set the stage for the legislative and executive action which must grow out of them and which we have yet to shape and determine.  A year ago we had sent 145,918 men overseas. Since then we have sent 1,950,513, an average of 162,542 each month, the number in fact rising, in May last, to 245,951, in June to 278,760, in July to 307,182, and continuing to reach similar figures in August and September, in August 289,570 and in September 257,438. No such movement of troops ever took place before, across three thousand miles of sea, followed by adequate equipment and supplies, and carried safely through extraordinary dangers of attack,-dangers which were alike strange and infinitely difficult to guard against. In all this movement only seven hundred and fifty-eight men were lost by enemy attack, six hundred and thirty of whom were upon a single English transport which was sunk near the Orkney Islands. "
